date;message_id;reply_to_msg_id;channel_name;channel_id;sender;sender_id;message;views;comments;reactions;channel_members_count;channel_url;reactions_total;forwarded;forwards;topic_title
2025-12-06 12:29:18+00:00;876;;K K I V B A G;2825468316;;-1;**Coach «Mollie»** ﻿ Брендовый пыльник в комплекте Сумка на молнии, на ручках средней длины, три отделения, в комплекте съёмный регулируемый ремешок  **Размер: 23×20х10 см  Цена:15.500₽  **📎Заказ /Бронь /Консультация -@dubovikyana;458;;;1198;https://t.me/kkivbag;0;0;5;
2025-12-06 12:29:18+00:00;875;;K K I V B A G;2825468316;;-1;MediaMessage;463;;;1198;https://t.me/kkivbag;0;0;5;
2025-12-06 12:29:18+00:00;874;;K K I V B A G;2825468316;;-1;MediaMessage;458;;;1198;https://t.me/kkivbag;0;0;5;
2025-12-06 12:29:18+00:00;873;;K K I V B A G;2825468316;;-1;MediaMessage;457;;;1198;https://t.me/kkivbag;0;0;5;
2025-12-06 12:29:18+00:00;872;;K K I V B A G;2825468316;;-1;MediaMessage;462;;{'ReactionCustomEmoji(document_id=5345880857720680705)': 8, ':red_heart:\\u200d:fire:': 6, ':hundred_points:': 4};1198;https://t.me/kkivbag;18;0;5;
2025-12-03 11:20:49+00:00;871;;K K I V B A G;2825468316;;-1;MediaMessage;482;;;1198;https://t.me/kkivbag;0;0;0;
2025-12-03 11:20:49+00:00;870;;K K I V B A G;2825468316;;-1;MediaMessage;485;;;1198;https://t.me/kkivbag;0;0;0;
2025-12-03 11:20:49+00:00;869;;K K I V B A G;2825468316;;-1;MediaMessage;478;;;1198;https://t.me/kkivbag;0;0;0;
2025-12-03 11:20:49+00:00;868;;K K I V B A G;2825468316;;-1;MediaMessage;476;;;1198;https://t.me/kkivbag;0;0;0;
2025-12-03 11:20:49+00:00;867;;K K I V B A G;2825468316;;-1;Новенькие приехали🫰😘  📎Заказ /Бронь /Консультация -@dubovikyana;486;;{':red_heart:\\u200d:fire:': 11, ':hundred_points:': 4, 'ReactionCustomEmoji(document_id=5345880857720680705)': 3};1198;https://t.me/kkivbag;18;0;0;
2025-12-01 06:45:56+00:00;866;;K K I V B A G;2825468316;;-1;Друзья!  В преддверии новогодних праздников, хочу сделать подарок **каждому из вас**🎀  С 1 по 31 декабря 2025 года для всех заказов действует:  ﻿﻿📌**Бесплатная доставка по всей России**🤩** ﻿﻿**📌**Расширенная скидка 15% на весь ассортимент**🤸‍♀️  🤩**И самое важное**🤩 При заказе вы получаете свой номер участника в розыгрыше брендовой сумки из моего магазина!!!  Победителя выберу случайно через рандомайзер и подарю сумочку  из моего наличия🛍🤩  **Итоги подведу 31 декабря!**😘** ** **Важно:** Скидка в размере 15% будет предоставляться Вам  после заказа по персональному промокоду, и будет действовать в течение 3 месяцев (декабрь, январь, февраль)🤩🤩;495;;{'ReactionPaid()': 10, ':red_heart:\\u200d:fire:': 17, ':hundred_points:': 11, 'ReactionCustomEmoji(document_id=5345880857720680705)': 11};1198;https://t.me/kkivbag;49;0;4;
2025-11-27 09:24:23+00:00;865;;K K I V B A G;2825468316;;-1;MediaMessage;514;;;1198;https://t.me/kkivbag;0;0;2;
2025-11-27 09:24:23+00:00;864;;K K I V B A G;2825468316;;-1;MediaMessage;515;;;1198;https://t.me/kkivbag;0;0;2;
2025-11-27 09:24:23+00:00;863;;K K I V B A G;2825468316;;-1;MediaMessage;512;;;1198;https://t.me/kkivbag;0;0;2;
2025-11-27 09:24:23+00:00;862;;K K I V B A G;2825468316;;-1;MediaMessage;511;;;1198;https://t.me/kkivbag;0;0;3;
2025-11-27 09:24:23+00:00;861;;K K I V B A G;2825468316;;-1;**Coach «Rowan Mini» ** Сумка на молнии, на коротких ручках, одно отделение с дополнительным кармашком, в комплекте съемный регулируемый ремешок  **Размер: 18×14×7 см   Цена:15.000₽  **📎Заказ /Бронь /Консультация -@dubovikyana;519;;{':red_heart:\\u200d:fire:': 14, ':hundred_points:': 9, 'ReactionCustomEmoji(document_id=5345880857720680705)': 8};1198;https://t.me/kkivbag;31;0;2;
2025-11-26 12:40:42+00:00;855;;K K I V B A G;2825468316;;-1;MediaMessage;423;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-26 12:40:42+00:00;854;;K K I V B A G;2825468316;;-1;#отзывы@kkivbag🐾;435;;{':red_heart:\\u200d:fire:': 11, ':hundred_points:': 6, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;23;0;1;
2025-11-26 05:47:41+00:00;853;;K K I V B A G;2825468316;;-1;**Michael Kors «Ruthie»**  Сумка на молнии, на ручках средней длины, три отделения: одно для монет, одно для купюр, три для карт, в комплекте съемный регулируемый ремешок.   **Размер: 29×20×9 см   Цена:14.990₽  **📎Заказ /Бронь /Консультация -@dubovikyana;417;;;1198;https://t.me/kkivbag;0;0;4;
2025-11-26 05:47:41+00:00;852;;K K I V B A G;2825468316;;-1;MediaMessage;419;;;1198;https://t.me/kkivbag;0;0;4;
2025-11-26 05:47:41+00:00;851;;K K I V B A G;2825468316;;-1;MediaMessage;416;;;1198;https://t.me/kkivbag;0;0;4;
2025-11-26 05:47:41+00:00;850;;K K I V B A G;2825468316;;-1;MediaMessage;413;;;1198;https://t.me/kkivbag;0;0;4;
2025-11-26 05:47:41+00:00;849;;K K I V B A G;2825468316;;-1;MediaMessage;419;;{':red_heart:\\u200d:fire:': 9, ':hundred_points:': 8, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;23;0;4;
2025-11-25 07:14:07+00:00;848;;K K I V B A G;2825468316;;-1;**Guess «Open Road»**  Сумка на магнитных замках, на перекатном ремешке, единое отделение с дополнительным кармашком на молнии и отделениями под карты, сзади — дополнительное отделение Цвет: [беж/графит](https://t.me/kkivbag/37)  **Размер: 28×17×6 см  Цена:8.190₽  **📎Заказ /Бронь /Консультация -@dubovikyana;438;;;1198;https://t.me/kkivbag;0;0;3;
2025-11-25 07:14:07+00:00;847;;K K I V B A G;2825468316;;-1;MediaMessage;435;;;1198;https://t.me/kkivbag;0;0;3;
2025-11-25 07:14:07+00:00;846;;K K I V B A G;2825468316;;-1;MediaMessage;437;;;1198;https://t.me/kkivbag;0;0;3;
2025-11-25 07:14:07+00:00;845;;K K I V B A G;2825468316;;-1;MediaMessage;434;;;1198;https://t.me/kkivbag;0;0;3;
2025-11-25 07:14:07+00:00;844;;K K I V B A G;2825468316;;-1;MediaMessage;440;;{':red_heart:\\u200d:fire:': 12, ':hundred_points:': 6, 'ReactionCustomEmoji(document_id=5345880857720680705)': 5};1198;https://t.me/kkivbag;23;0;3;
2025-11-22 09:14:45+00:00;843;;K K I V B A G;2825468316;;-1;Подготавливаю ленту в инстаграме💔💔💔 Скоро закреплю ссылку в навигации!!!;431;;{':hundred_points:': 10, ':red_heart:\\u200d:fire:': 7, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;23;0;0;
2025-11-22 06:15:09+00:00;842;;K K I V B A G;2825468316;;-1;**GUESS LEVANTE**  Сумка на молнии, на плечевом ремешке, единое отделение с дополнительным кармашком на молнии и отделениями под карты, сзади — отделение на молнии  **Размер: 22x13x4  Цена: 8.190₽  **📎Заказ /Бронь /Консультация -@dubovikyana;452;;;1198;https://t.me/kkivbag;0;0;0;
2025-11-22 06:15:09+00:00;841;;K K I V B A G;2825468316;;-1;MediaMessage;457;;;1198;https://t.me/kkivbag;0;0;0;
2025-11-22 06:15:09+00:00;840;;K K I V B A G;2825468316;;-1;MediaMessage;452;;;1198;https://t.me/kkivbag;0;0;0;
2025-11-22 06:15:09+00:00;839;;K K I V B A G;2825468316;;-1;MediaMessage;447;;;1198;https://t.me/kkivbag;0;0;0;
2025-11-22 06:15:09+00:00;838;;K K I V B A G;2825468316;;-1;MediaMessage;448;;{':red_heart:\\u200d:fire:': 8, ':hundred_points:': 5, 'ReactionCustomEmoji(document_id=5345880857720680705)': 5};1198;https://t.me/kkivbag;18;0;0;
2025-11-21 08:06:39+00:00;837;;K K I V B A G;2825468316;;-1;Так же не забываем про подарочные пакеты, которые можно приобрести дополнительно у сумке🤩  📎Заказ /Бронь /Консультация -@dubovikyana;469;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-21 08:06:39+00:00;836;;K K I V B A G;2825468316;;-1;MediaMessage;471;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-21 08:06:38+00:00;835;;K K I V B A G;2825468316;;-1;MediaMessage;469;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-21 08:06:38+00:00;834;;K K I V B A G;2825468316;;-1;MediaMessage;466;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-21 08:06:38+00:00;833;;K K I V B A G;2825468316;;-1;MediaMessage;468;;{':red_heart:\\u200d:fire:': 11, ':hundred_points:': 7, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;24;0;1;
2025-11-20 08:08:19+00:00;832;;K K I V B A G;2825468316;;-1;MediaMessage;466;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-20 08:08:19+00:00;831;;K K I V B A G;2825468316;;-1;MediaMessage;466;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-20 08:08:19+00:00;830;;K K I V B A G;2825468316;;-1;MediaMessage;461;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-20 08:08:19+00:00;829;;K K I V B A G;2825468316;;-1;MediaMessage;459;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-20 08:08:18+00:00;828;;K K I V B A G;2825468316;;-1;MediaMessage;459;;;1198;https://t.me/kkivbag;0;0;1;
2025-11-20 08:08:18+00:00;827;;K K I V B A G;2825468316;;-1;Давно я не выкладывала #отзывы@kkivbag но все вижу, все читаю, очень приятно, я буквально «😊😊😊»;460;;{':hundred_points:': 9, ':red_heart:\\u200d:fire:': 7, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;22;0;1;
2025-11-12 17:57:24+00:00;824;817;K K I V B A G;2825468316;;-1;До конца скидок остается  всего ничего, самые быстрые уже сделали заказ, а вы точно не пожалеете, если упустите последние часы самых выходных цен? 🥰;629;;{':red_heart:\\u200d:fire:': 11, ':hundred_points:': 8, 'ReactionCustomEmoji(document_id=5345880857720680705)': 7};1198;https://t.me/kkivbag;26;0;0;
2025-11-12 17:47:12+00:00;823;;K K I V B A G;2825468316;;-1;MediaMessage;597;;;1198;https://t.me/kkivbag;0;0;4;
2025-11-12 17:47:12+00:00;822;;K K I V B A G;2825468316;;-1;MediaMessage;596;;;1198;https://t.me/kkivbag;0;0;4;
2025-11-12 17:47:11+00:00;821;;K K I V B A G;2825468316;;-1;MediaMessage;592;;;1198;https://t.me/kkivbag;0;0;4;
2025-11-12 17:47:11+00:00;820;;K K I V B A G;2825468316;;-1;MediaMessage;596;;;1198;https://t.me/kkivbag;0;0;4;
2025-11-12 17:47:11+00:00;819;;K K I V B A G;2825468316;;-1;**Сумка Versace Couture **  **Сумка на поворотном замке на перекатном ремешке, единое отделение с дополнительным кармашком на молнии, вся фурнитура представлена в золотом цвете****  Размер: 20×11×6 см  Цена:13.790₽  **📎Заказ /Бронь /Консультация -@dubovikyana;593;;{'ReactionCustomEmoji(document_id=5345880857720680705)': 12, ':red_heart:\\u200d:fire:': 9, ':hundred_points:': 7};1198;https://t.me/kkivbag;28;0;4;
2025-11-10 14:17:33+00:00;817;;K K I V B A G;2825468316;;-1;Ну что,друзья🌟 Грядет **11.11**, а означать это может только одно - это мощнейший денежный поток, направленный именно на вас🧿🧿 **Я вижу  -11% на всём, к чему прикоснётся ваша рука!** Часы, парфюм, сумки - всё окутано выгодой!  Но! Сила этого затмения продлится лишь 2 дня: **11 и 12 ноября.** Чтобы активировать денежный канал, вам нужно произнести сакральный код-мантру: **SALEONE** Произнесите его всего один раз при оформлении заказа! Вселенная вас услышит🧿🤩  📎Заказ /Бронь /Консультация -@dubovikyana;538;;{'ReactionCustomEmoji(document_id=5345880857720680705)': 10, ':red_heart:\\u200d:fire:': 7, ':hundred_points:': 4};1198;https://t.me/kkivbag;21;0;3;
2025-11-04 10:48:04+00:00;816;;K K I V B A G;2825468316;;-1;MediaMessage;764;;;1198;https://t.me/kkivbag;0;0;2;
2025-11-04 10:48:04+00:00;815;;K K I V B A G;2825468316;;-1;MediaMessage;765;;;1198;https://t.me/kkivbag;0;0;2;
2025-11-04 10:48:04+00:00;814;;K K I V B A G;2825468316;;-1;MediaMessage;766;;;1198;https://t.me/kkivbag;0;0;2;
2025-11-04 10:48:04+00:00;813;;K K I V B A G;2825468316;;-1;MediaMessage;760;;;1198;https://t.me/kkivbag;0;0;2;
2025-11-04 10:48:04+00:00;812;;K K I V B A G;2825468316;;-1;**Guess «Daryna» collection**  Сумка на магнитном замке, на перекатном ремешке, два отделения с дополнительным кармашком на молнии и отделениями под карты, сзади — отделение на молнии  ﻿**Размер: 24×16×4 см ﻿﻿ Цена:8.190₽  **📎Заказ /Бронь /Консультация -@dubovikyana;763;;{':red_heart:\\u200d:fire:': 11, ':hundred_points:': 6, 'ReactionCustomEmoji(document_id=5345880857720680705)': 5};1198;https://t.me/kkivbag;22;0;3;
2025-10-30 05:44:44+00:00;806;;K K I V B A G;2825468316;;-1;Чтобы вам было максимально удобно, я всегда держу ссылку на актуальный каталог в навигации🤩;640;;{':red_heart:\\u200d:fire:': 10, ':hundred_points:': 6, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;22;0;0;
2025-10-30 05:41:09+00:00;805;;K K I V B A G;2825468316;;-1;**Друзья, для вас новое наличие!  Чтобы не было недопонимания, рассказываю, как это работает:**  ﻿﻿﻿🔴Я выгружаю фото и описание того, что есть на складе ПРЯМО СЕЙЧАС. ﻿﻿﻿🔴Спрос высокий, так как с этим складом работаю не только я, + совсем скоро праздники🤪поэтому самые красивые позиции могут разойтись за один день 🔴﻿﻿﻿Я не могу зарезервировать товар без предоплаты на долгий срок. Это было бы нечестно по отношению к другим покупателям. ﻿﻿﻿🔴**Вывод**: если вы спрашиваете про модель «на будущее» (через неделю, месяц), будьте готовы, что её уже не будет. Я не могу дать гарантии.  💋**Мой совет: смотрите наличие и выбирайте то, что есть сегодня. Если понравилось что-то, это знак, что пора брать!  **[Актуальное наличие на 30.10](https://disk.yandex.ru/d/_2YSMMwpuYcvwg);610;;{':red_heart:\\u200d:fire:': 9, ':hundred_points:': 7, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;22;0;0;
2025-10-29 05:46:03+00:00;804;;K K I V B A G;2825468316;;-1;MediaMessage;599;;;1198;https://t.me/kkivbag;0;0;1;
2025-10-29 05:46:03+00:00;803;;K K I V B A G;2825468316;;-1;MediaMessage;600;;;1198;https://t.me/kkivbag;0;0;1;
2025-10-29 05:46:03+00:00;802;;K K I V B A G;2825468316;;-1;MediaMessage;601;;;1198;https://t.me/kkivbag;0;0;1;
2025-10-29 05:46:03+00:00;801;;K K I V B A G;2825468316;;-1;**Кошелек Guess «Destiny» & «Laurel Logo»** Брендовая коробка в комплекте Кошелек на молнии, сзади дополнительное отделение, съемный короткий ремешок Отделения: одно под монеты, три под купюры, шесть под карты  ﻿﻿**Размер: 21×10х2 см ﻿﻿ Цена:4.090₽  **📎Заказ /Бронь /Консультация -@dubovikyana;599;;{':hundred_points:': 10, ':red_heart:\\u200d:fire:': 8, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;24;0;1;
2025-10-24 08:02:18+00:00;800;;K K I V B A G;2825468316;;-1;MediaMessage;786;;;1198;https://t.me/kkivbag;0;0;9;
2025-10-24 08:02:18+00:00;799;;K K I V B A G;2825468316;;-1;MediaMessage;789;;;1198;https://t.me/kkivbag;0;0;9;
2025-10-24 08:02:18+00:00;798;;K K I V B A G;2825468316;;-1;MediaMessage;782;;;1198;https://t.me/kkivbag;0;0;9;
2025-10-24 08:02:18+00:00;797;;K K I V B A G;2825468316;;-1;MediaMessage;776;;;1198;https://t.me/kkivbag;0;0;9;
2025-10-24 08:02:18+00:00;796;;K K I V B A G;2825468316;;-1;**Guess «Dream»**  Сумка на магнитных кнопках, на плечевом ремешке, единое отделение с дополнительным кармашком на молнии и отделениями под карты, дополнительно — съёмный регулируемый ремешок  **Размер: 22×14×5 см  Цена:8.190₽  **📎Заказ /Бронь /Консультация -@dubovikyana;778;;{':red_heart:\\u200d:fire:': 10, ':hundred_points:': 7, 'ReactionCustomEmoji(document_id=5345880857720680705)': 7};1198;https://t.me/kkivbag;24;0;9;
2025-10-22 07:18:04+00:00;785;;K K I V B A G;2825468316;;-1;#сборказаказа@kkivbag🫶;641;;{'ReactionPaid()': 1, ':red_heart:\\u200d:fire:': 8, ':hundred_points:': 6, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;21;0;0;
2025-10-20 15:47:13+00:00;784;;K K I V B A G;2825468316;;-1;MediaMessage;732;;;1198;https://t.me/kkivbag;0;0;6;
2025-10-20 15:47:13+00:00;783;;K K I V B A G;2825468316;;-1;MediaMessage;736;;;1198;https://t.me/kkivbag;0;0;6;
2025-10-20 15:47:13+00:00;782;;K K I V B A G;2825468316;;-1;MediaMessage;727;;;1198;https://t.me/kkivbag;0;0;6;
2025-10-20 15:47:13+00:00;781;;K K I V B A G;2825468316;;-1;MediaMessage;724;;;1198;https://t.me/kkivbag;0;0;6;
2025-10-20 15:47:13+00:00;780;;K K I V B A G;2825468316;;-1;**Guess «Izzy»**  Сумка на магнитных замках, на перекатном ремешке, единое отделение с дополнительным кармашком на молнии и отделениями под карты, сзади — отделение на молнии  **Размер: 22×15×6 см  Цена:8.190₽**  📎Заказ /Бронь /Консультация -@dubovikyana;725;;{':hundred_points:': 13, ':red_heart:\\u200d:fire:': 8, 'ReactionCustomEmoji(document_id=5345880857720680705)': 7};1198;https://t.me/kkivbag;28;0;6;
2025-10-18 12:02:30+00:00;774;;K K I V B A G;2825468316;;-1;Вот вам для примера😋;714;;;1198;https://t.me/kkivbag;0;0;3;
2025-10-18 12:02:30+00:00;773;;K K I V B A G;2825468316;;-1;MediaMessage;718;;;1198;https://t.me/kkivbag;0;0;3;
2025-10-18 12:02:30+00:00;772;;K K I V B A G;2825468316;;-1;MediaMessage;711;;;1198;https://t.me/kkivbag;0;0;3;
2025-10-18 12:02:30+00:00;771;;K K I V B A G;2825468316;;-1;MediaMessage;708;;;1198;https://t.me/kkivbag;0;0;3;
2025-10-18 12:02:30+00:00;770;;K K I V B A G;2825468316;;-1;MediaMessage;708;;{':hundred_points:': 11, ':red_heart:\\u200d:fire:': 7, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;24;0;3;
2025-10-18 11:44:17+00:00;769;;K K I V B A G;2825468316;;-1;MediaMessage;641;;{':red_heart:\\u200d:fire:': 10, ':hundred_points:': 6, 'ReactionCustomEmoji(document_id=5345880857720680705)': 5};1198;https://t.me/kkivbag;21;0;0;
2025-10-18 11:43:50+00:00;768;;K K I V B A G;2825468316;;-1;Это цены в рендеву..пупупу, в оф магазине планирую на днях снять вам пару моделей   Ну сумочка за почти 17.000 тысяч, это конечно, треш.. Последняя сумка вообще за 20( норм или стрем?)   Ну вы можете не расстраиваться , у меня такая красота гораздо дешевле!   **А если я скажу что у меня до конца октября еще и скидка -15 % на весь **ассортимент, вы вообще упадаете 🎉  📎Заказ /Бронь /Консультация -@dubovikyana;607;;{':red_heart:\\u200d:fire:': 10, ':hundred_points:': 6, 'ReactionCustomEmoji(document_id=5345880857720680705)': 6};1198;https://t.me/kkivbag;22;0;2;
2025-10-18 11:40:41+00:00;767;;K K I V B A G;2825468316;;-1;MediaMessage;574;;{':red_heart:\\u200d:fire:': 9, ':hundred_points:': 6, 'ReactionCustomEmoji(document_id=5345880857720680705)': 4};1198;https://t.me/kkivbag;19;0;0;
2025-10-18 11:40:41+00:00;766;;K K I V B A G;2825468316;;-1;MediaMessage;561;;{':red_heart:\\u200d:fire:': 10, ':hundred_points:': 5, 'ReactionCustomEmoji(document_id=5345880857720680705)': 4};1198;https://t.me/kkivbag;19;0;0;
